gene_id,WGD,group,H3K27ac_down,H3K27ac_up,H3K27ac_genebody,H3K27me3_down,H3K27me3_up,H3K27me3_genebody,H3K4me3_down,H3K4me3_up,H3K4me3_genebody,avg_expression,tau,gene_cds_gc,promoter_gc,rec_rate,te_dist,TEGroup_1,TEGroup_2,TEGroup_3,TEGroup_4,TEdenseAvgUp,TEdenseMaxUp,TEdenseAvgDown,TEdenseMaxDown,CG_up_ave,CG_down_ave,CG_body_ave,CHG_up_ave,CHG_down_ave,CHG_body_ave,CHH_up_ave,CHH_down_ave,CHH_body_ave,CG_up_max,CG_down_max,CHG_up_max,CHG_down_max,CHH_up_max,CHH_down_max,summit_fold_enrichment,upstream_distance,downstream_distance,Ka,Ks,omega,location
Bra014254,0,III,-0.1543021097882359,-0.0566475494780585,-0.2903376031882385,-0.0687632033343588,-0.133353118998374,-0.2802753914723324,-0.2944327868348087,0.1116883443479277,-0.0328546075111149,2.7314867105773883,0.5865045956571058,46.13333333333333,40.588235294117645,4.91,0,0.0,0.0,0.0,1.0,0.0,0.0,0.09350000000000001,1.0,0.00389881,0.0,0.0277777777777777,0.0026455095238095,0.09444443,0.0016835,0.000973346226415,0.01171875,0.0020744871428571,0.0666667,0.0,0.0555557,0.555556,0.0555557,0.25,5.00904,2365.0,19931.0,0.0413,0.373,0.1107,1.0
Bra014270,0,III,-0.2504076831855809,-0.1249841934702887,-0.2318554836210619,0.1869874314836074,0.6249091752732349,0.7019488659517055,-0.2569218075713816,-0.1155931685185565,0.0088855715251045,1.869747644952232,0.6491976649324608,42.22222222222222,31.176470588235293,5.39,936,0.0,0.0,0.0,1.0,0.19374999999999998,1.0,0.4596,1.0,0.0,0.0185185,0.0325925799999999,0.0092592555555555,0.0,0.00833333,0.0076576594594594,0.0107988590163934,0.0,0.0,0.111111,0.0833333,0.0,0.0833333,0.377778,5.67691,32805.0,8697.0,0.111,0.2835,0.3917,1.0
Bra014263,0,III,-0.2923847367785468,-0.2094545733873403,-0.0978978625452692,-0.1366277722685518,-0.1994365351641927,-0.3467019139501981,-0.4021031686155959,-0.3395527902312842,-0.361108109581446,0.0493473276186018,1.0,44.376278118609406,41.17647058823529,5.15,169,0.0,1.0,0.0,0.0,0.12100000000000001,1.0,0.3939499999999999,1.0,0.2198526999999999,0.5495725384615384,0.0031746047619047,0.2186196769230769,0.1072022795918367,0.0042022846153846,0.014902723880597,0.0232955963087248,0.0046127411347517,1.0,1.0,0.527273,0.68254,0.166667,0.466667,4.54561,17546.0,20761.0,0.0195,0.2721,0.0716,1.0
Bra014262,0,III,-0.2338058995506363,-0.1101527575499908,-0.3146857178299242,-0.2966865975790628,0.1330485176032705,-0.1527151690989325,-0.3170541829446863,-0.5981709050247124,-0.4195144253720474,2.09243328509608,0.5310204272875739,42.84591194968554,36.47058823529412,5.14,195,0.0,1.0,0.0,0.0,0.0,0.0,0.39519999999999994,1.0,0.8511865249999999,0.365359394117647,0.1354075772727273,0.4953301172413792,0.1266005775,0.0067351602739726,0.0747396573839662,0.0270790137651821,0.0039242906705539,1.0,1.0,1.0,0.68254,0.644445,0.466667,5.96276,17623.0,20162.0,0.0906,0.4274,0.212,1.0
Bra014294,0,III,-0.1878821231187252,-0.0657030874145408,0.0824779624764142,0.1434552018472101,0.4419601161565422,0.1042099581324031,-0.0076252420166558,-0.2145813438734942,-0.1055494252745008,0.528989353997015,0.7193835739783803,49.29577464788733,36.47058823529412,7.18,765,0.0,1.0,0.0,0.0,0.12789999999999999,1.0,0.24509999999999998,1.0,0.9148145,0.1975308333333333,0.00757575,0.2296826,0.0616246058823529,0.00260416875,0.036029,0.051764507920792,0.001728395,0.933333,1.0,0.466667,0.481481,0.2,0.522222,5.00904,13135.0,6624.0,0.0793,0.382,0.2077,1.0
Bra014304,0,III,0.2948911912528645,-0.0982269793056134,0.170400594776816,-0.0512454001101478,0.0475626819723048,-0.0781306200001054,0.2633613563151352,0.0039147894724178,0.1807863138701504,0.0102979544212376,1.0,47.42268041237113,32.35294117647059,7.78,1090,0.0,0.0,0.0,1.0,0.0,0.0,0.2722,1.0,0.0012254911764705,0.1456711896551724,0.0012931034482758,0.0059912803921568,0.02976758,0.0,0.0020980398457583,0.0075758672672672,0.0021677460526315,0.0416667,0.933333,0.111111,0.589286,0.111111,0.325397,6.07744,9245.0,46557.0,0.1527,0.4071,0.3752,1.0
Bra014305,0,III,-0.2905105948124631,0.0079349452103513,0.0209918376310344,0.0436198109328938,0.3791322825960052,-0.1757216981971911,-0.2478425504893175,0.2012992700712231,0.0790118083331755,5.011204883493222,0.1229981344331432,47.38237243207422,42.94117647058823,7.84,0,0.0,0.0,0.0,1.0,0.3594,1.0,0.1355,1.0,0.1837414617647058,0.3319441363636363,0.215837756,0.3001591322580645,0.1845442679999999,0.0067748736842105,0.0669914023952095,0.0107711988130563,0.0057713419580419,1.0,1.0,1.0,0.85,0.583333,0.325397,6.07744,39513.0,13817.0,0.0571,0.4744,0.1204,1.0
Bra014310,0,III,-0.0867671511410376,0.1083465411350637,0.2017233406949392,0.0066490084220512,0.1183353445665793,-0.142625368362554,-0.2727860003078328,-0.0253028069115987,0.111391815592349,2.604732387996957,0.5059000990894067,43.36182336182336,32.94117647058823,8.8,0,0.0,1.0,0.0,0.0,0.1393,1.0,0.0,0.0,0.031234202173913,0.0798354066666666,0.2366304528571428,0.0279067098360655,0.0300264452380952,0.0050140943925233,0.0044945088328075,0.0061345449826989,0.0047227701234567,0.916667,1.0,0.777778,0.388889,0.161905,0.288889,4.95884,32216.0,15054.0,0.0939,0.5543,0.1694,1.0
Bra014318,0,III,-0.3343212341027863,-0.4058738493527897,-0.5582618293741515,-0.3761170266826339,-0.0144566310213779,-0.0531312636859117,-0.5266073926777104,-0.4412114209146569,-0.8350581227069442,0.1164854001323701,0.8297679389324883,41.40350877192983,32.35294117647059,9.64,647,0.0,0.0,1.0,0.0,0.3116,1.0,0.166,1.0,0.1734844311111111,0.2073318166666666,0.0,0.0990441903225806,0.0493983612903225,0.0079365285714285,0.0534000377682403,0.02024975900277,0.0018115934782608,0.958333,1.0,0.777778,1.0,0.5,0.711111,4.34117,17838.0,39366.0,0.0288,0.4024,0.0716,1.0
Bra014324,0,III,0.1266648824369771,0.0033941644457816,1.1379881758192905,0.0663330773058421,0.0475264860409505,-0.2078107015437094,0.2396902483948075,0.0525756336841208,1.0479560374919032,2.064916251993401,0.6595189006488084,48.52320675105485,31.76470588235294,10.31,683,0.0,1.0,0.0,0.0,0.2793,1.0,0.59615,1.0,0.4842402857142857,0.2784780294117647,0.0055555533333333,0.3112201379310344,0.1445817692307692,0.0,0.0712842872340425,0.0163999426229508,0.0021505387096774,1.0,1.0,0.916667,0.944444,0.645022,0.277778,9.68414,9466.0,11636.0,0.159,0.3393,0.4688,1.0
