gene_id,WGD,group,H3K27ac_down,H3K27ac_up,H3K27ac_genebody,H3K27me3_down,H3K27me3_up,H3K27me3_genebody,H3K4me3_down,H3K4me3_up,H3K4me3_genebody,avg_expression,tau,gene_cds_gc,promoter_gc,rec_rate,te_dist,TEGroup_1,TEGroup_2,TEGroup_3,TEGroup_4,TEdenseAvgUp,TEdenseMaxUp,TEdenseAvgDown,TEdenseMaxDown,CG_up_ave,CG_down_ave,CG_body_ave,CHG_up_ave,CHG_down_ave,CHG_body_ave,CHH_up_ave,CHH_down_ave,CHH_body_ave,CG_up_max,CG_down_max,CHG_up_max,CHG_down_max,CHH_up_max,CHH_down_max,summit_fold_enrichment,upstream_distance,downstream_distance,Ka,Ks,omega,location
Bra033292,0,I,0.152907040665037,0.0534823411752883,0.2321871918349776,-0.1269855417216954,-0.2114715790532633,-0.2101835948287105,-0.0136117298046087,-0.0582186963176482,0.2743207919928073,5.011759331294297,0.2385193857759856,45.8528951486698,33.52941176470588,3.1,6256,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0023809535714285,0.0065217391304347,0.0,0.004333336,0.0104166625,0.0,0.0009783367924528,0.0,0.0030178320987654,0.0666667,0.0833333,0.0666667,0.0833333,0.0666667,0.0,10.0181,4995.0,34016.0,0.017,0.7023,0.0242,1.0
Bra033283,0,I,-0.1102935598092209,-0.2224411267057286,0.362708964515925,0.0619220128937626,0.3245379391281297,0.802765723184165,-0.2005052909875921,0.0138140947838141,0.1915443497033451,2.6870970279564963,0.6654321671059809,48.17610062893082,34.705882352941174,2.88,635,0.0,1.0,0.0,0.0,0.06335,1.0,0.0,0.0,0.1435185571428571,0.0,0.0026666679999999,0.0273504615384615,0.0,0.004129127027027,0.0128794020408163,0.0038314206896551,0.0022888056179775,0.888889,0.0,0.355556,0.0,0.814815,0.111111,6.34478,5987.0,668.0,0.0495,0.318,0.1557,1.0
Bra033278,0,I,-0.0748409257198447,-0.0992580226705256,0.1049722088314111,0.0927972884571071,0.4300487909695899,0.9345350927553436,0.0978680504234721,0.1456828906799789,-0.0611382282917967,2.252557867495611,0.7973737181253716,49.12935323383085,35.294117647058826,2.74,667,0.0,1.0,0.0,0.0,0.4413500000000001,1.0,0.6267,1.0,0.0,0.0583333125,0.0090163983606557,0.010101,0.0,0.009027785,0.0045032398230088,0.0740740925925925,0.002459305732484,0.0,0.933333,0.111111,0.0,0.0833333,0.472222,3.45864,16594.0,8904.0,0.0563,0.2774,0.203,1.0
Bra033275,0,IV,-0.2597048614210103,-0.1437599450161972,-0.0061912401799558,0.3996096619360631,-0.1219870030181418,-0.0535960623287653,-0.2373179690182374,0.094283684346564,-0.2078999788186425,1.0594924755367416,0.6111921124157516,42.91938997821351,32.35294117647059,2.65,2758,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012626272727272,0.00925925,0.00555555,0.00810185625,0.004166665,0.0028066399999999,0.0047113288235294,0.0027842852459016,0.0,0.0416667,0.111111,0.111111,0.0833333,0.133333,4.65937,690.0,939.0,0.1295,0.3602,0.3596,0.0
Bra033274,0,IV,-0.1686308141905975,-0.2233104619261308,1.021952260140062,0.4266136877814409,0.5462205832909862,1.0858728023825797,-0.1066468087046013,0.0095382614219736,1.0266917491331446,1.370973622542093,0.7342511062222883,54.14462081128748,34.11764705882353,2.64,1412,0.0,0.0,1.0,0.0,0.12,1.0,0.0,0.0,0.0017470320754716,0.0020292204545454,0.0047892758620689,0.0025720203703703,0.007168464516129,0.0,0.0035004672839506,0.0030803769230769,0.0085133694444444,0.0555557,0.047619,0.0555557,0.111111,0.222222,0.111111,3.81299,2854.0,1401.0,0.0919,0.2395,0.3839,0.0
Bra033270,0,IV,0.0105410518741719,0.1582063772084188,0.7752099969466955,-0.2442270570505642,-0.2955985344360902,-0.269967379944956,-0.0556603504801632,-0.2359086498084789,0.3882987941271292,0.8269746977793873,0.9862621348002092,49.44444444444444,28.823529411764703,2.54,654,0.0,0.0,0.0,1.0,0.561,1.0,0.0,0.0,0.0,0.0022988517241379,0.0037037,0.0,0.0027006222222222,0.0077160555555555,0.015873,0.0025338289256198,0.002859475,0.0,0.0666667,0.0,0.0555557,0.111111,0.111111,8.01446,2006.0,242.0,0.1528,0.4875,0.3135,0.0
Bra033260,0,IV,-0.2505659725342142,0.140913715526692,0.4966585303518018,-0.0353292159226969,0.0521182319618721,-0.0363379418146092,-0.0692590992106065,0.1037624436690379,0.4369011432609212,4.882248469643108,0.2302845877279439,43.76163873370577,34.705882352941174,2.24,715,0.0,0.0,0.0,1.0,0.09150000000000003,1.0,0.0,0.0,0.0,0.005291,0.0,0.0,0.0,0.0,0.0031425363636363,0.0,0.0,0.0,0.037037,0.0,0.0,0.0666667,0.0,3.89097,3812.0,23516.0,0.0261,0.5157,0.0507,0.0
Bra033255,0,IV,0.4947538802249577,0.6205384648398657,0.9411484700492976,-0.0215912045011865,0.0945786373499619,-0.305226375117518,0.2072575161457151,0.7467655014373376,0.699193434208225,4.843535752913143,0.3536256276696151,49.19786096256685,62.94117647058823,2.11,0,0.0,0.0,1.0,0.0,0.03975,1.0,0.0,0.0,0.0,0.013888875,0.0046296416666666,0.0,0.015873,0.008641975,0.0,0.0049382694444444,0.0052962999999999,0.0,0.111111,0.0,0.047619,0.0,0.111111,4.209,15498.0,30998.0,0.0221,0.5956,0.0372,0.0
Bra033251,0,IV,-0.0611333588994724,-0.4861651787149716,1.1236536670313526,-0.0304674638006779,0.1352069390713273,-0.1231748840250434,-0.0954735080510165,-0.1677385221436608,0.8413593051405173,2.501510245144158,0.5999032339542733,51.798561151079134,37.64705882352941,1.93,393,0.0,0.0,1.0,0.0,0.0,0.0,0.0451,1.0,0.0077922,0.2351851666666666,0.0052410886792452,0.0014880964285714,0.01111114,0.00243056,0.0058090847222222,0.0023640638297872,0.0035187013986013,0.047619,1.0,0.0416667,0.0555557,0.111111,0.111111,4.6751,47137.0,522.0,0.0525,0.4692,0.112,0.0
Bra033247,0,IV,0.2770669819284573,0.0945873213188791,0.3265279028679178,-0.0139216789074729,-0.0568646353612107,-0.2556397245159313,0.1407911558731634,0.2314016548448786,0.991124633411513,4.408255036981582,0.1476570697865679,47.52604166666667,47.05882352941176,1.86,6496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104166625,0.0026455,0.0,0.0,0.0015432111111111,0.0,0.0,0.0018132708333333,0.0,0.0833333,0.0,0.0,0.0,0.0,5.78532,9323.0,9595.0,0.0706,0.3899,0.181,0.0
